Account Name,Corporate Structure,Certified B Corp,State of Incorporation,Operating State/Province,Operating Country,Website
Sustain Cooperative,Benefit Corporation,FALSE,IL,,United States,
"Sustain3, Inc.",Benefit Corporation,FALSE,UT,Utah,United States,www.sustain3.com
Sustainable Action Consulting Pbc,Benefit Corporation,FALSE,CO,,,
"Sustainable Earth Solutions, Inc.",Benefit Corporation,FALSE,NY,New York,United States,www.sustainableearthsolutions.com
Sustainable Solutions Corporation,Benefit Corporation,FALSE,PA,Pennsylvania,United States,www.SustainableSolutionsCorporation.com
Sustainable Systems International,Benefit LLC,FALSE,MD,Maryland,United States,035dd1d.netsolhost.com/WordPress
"Sustainable Transportation Research And Planning Organization, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
"Sustrend USA, P.B.C.",Benefit Corporation,FALSE,DE,,,
Suyo Public Benefit Corporation,Benefit Corporation,FALSE,DE,Antioquia,Colombia,www.suyo.co
"Suzy Hager Designs, Inc.",Benefit Corporation,FALSE,OR,,,
Svider Enterprise LLC,Benefit LLC,FALSE,OR,,,
SVT Group,Benefit Corporation,TRUE,CA,California,United States,www.svtgroup.net
Sweet Releaf LLC,Benefit LLC,FALSE,OR,,,
Swell Learning LLC,Benefit LLC,FALSE,OR,,,
"Swim The Black Line, PBC",Benefit Corporation,FALSE,DE,,,
Switch Leather Co. LLC,Benefit LLC,FALSE,OR,Oregon,United States,b-lab.my.salesforce.com/001C000001KnUXF?srPos=0&srKp=001
"SwitchFit, Inc.",Benefit Corporation,FALSE,CO,Colorado,United States,
SWK LLC,Benefit LLC,FALSE,OR,,,
SWORDGUILD PORTLAND LLC,Benefit LLC,FALSE,OR,Oregon,United States,swordguildportland.com/index.html
Symplogix LLC,Benefit LLC,FALSE,OR,,,
Synapse Global Corp.,Benefit Corporation,FALSE,NV,,,
"Synergetic Connections, Inc.",Benefit Corporation,FALSE,CA,California,United States,
Synergy Chiropractics,Benefit Corporation,FALSE,NV,,,
Synergy Construction Group Oregon Inc,Benefit Corporation,FALSE,OR,,,
Synergy Consulting Services,Benefit Corporation,FALSE,CO,Colorado,United States,
Synergy Group Inc,Benefit Corporation,FALSE,NV,,,
Synergy Group LLC,Benefit LLC,FALSE,OR,,,
Syntax Consutling Inc.,Benefit Corporation,FALSE,NY,,,
T - A Culinary Co,Benefit Corporation,FALSE,CO,Colorado,United States,
T & A Family Inc,Benefit Corporation,FALSE,NV,,,
T & G Flavors inc,Benefit Corporation,FALSE,NY,,,
"T and N Country Gardens, Inc.",Benefit Corporation,FALSE,NY,,,
T Bone Excavating & Aggregate LLC,Benefit LLC,FALSE,OR,,,
T.A. Vincent Construction LLC,Benefit LLC,FALSE,OR,,,
"Tabernacle Coffee, PBC",Benefit Corporation,FALSE,CO,,,
TAC Educational Services,Benefit Corporation,FALSE,UT,,,
"Taco Jalpa Iii, Inc",Benefit Corporation,FALSE,CO,Colorado,United States,
Tactical Installations Inc.,Benefit Corporation,FALSE,NV,,,
"Tacticle, Inc",Benefit Corporation,FALSE,CT,,,
"Tag I'M It, Benefit LLC.",Benefit LLC,FALSE,MD,,,
"Tag USA, Inc.",Benefit Corporation,FALSE,NY,,,
"Tagg Health, Inc.",Benefit Corporation,FALSE,DE,,,
"Taima, PBC",Benefit Corporation,FALSE,DE,,,
Take Two Ave LLC,Benefit LLC,FALSE,OR,,,
"Talent First, PBC",Benefit Corporation,FALSE,DE,,,
Talking Rock Foundation,Benefit Corporation,FALSE,DE,,,
Tan Gia Phan Usa Corporation,Benefit Corporation,FALSE,NV,,,
Tanner Holdings Inc,Benefit Corporation,FALSE,NV,,,
Tanrc Affiliate Services Corporation,Benefit Corporation,FALSE,CT,,,
TAO.AMERISTAR MEDIA INC.,Benefit Corporation,FALSE,NY,,,
Tapestry Brewing Company,Benefit Corporation,FALSE,CO,Colorado,United States,
Taqadam Pbc,Benefit Corporation,FALSE,DE,,,
TAQUERIA EL JALAPENO LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.yelp.com/biz/taqueria-el-jalapeno-sherwood
TAQUERIA LA PALMILLA CORP,Benefit Corporation,FALSE,NY,,,
"Taste of Immokalee, Inc.",Benefit Corporation,FALSE,FL,,,
TATA DAYCARE INC,Benefit Corporation,FALSE,NY,,,
Tatonka Education Services Inc. Pbc,Benefit Corporation,FALSE,CO,,,
"Taufiq Investment Group Lv, Inc.",Benefit Corporation,FALSE,NV,,,
"Tax Settlement Network, Inc.",Benefit Corporation,FALSE,NV,,,
"Taylor Made Payroll, Inc.",Benefit Corporation,FALSE,OR,,,
Tayraines Corporation,Benefit Corporation,FALSE,CO,,,
"Tbg Social Impact, Inc.",Benefit Corporation,FALSE,DE,,,
Tcob LLC,Benefit LLC,FALSE,OR,,,
TDG Construction LLC,Benefit LLC,FALSE,OR,,,
Tdty LLC,Benefit LLC,FALSE,OR,,,
Tea In A Box Inc.,Benefit Corporation,FALSE,NV,,,
Tealeaf Inc,Benefit Corporation,FALSE,NV,Nevada,United States,
Team Adventure Runs Inc,Benefit Corporation,FALSE,CA,California,United States,
TEAM AJS CLEANING INC,Benefit Corporation,FALSE,NY,,,
TeamBonding,Benefit Corporation,FALSE,MA,Massachusetts,United States,
"Tech Data Delaware, Inc.",Benefit Corporation,FALSE,CO,,,
Tech Networks of Boston,Benefit Corporation,TRUE,MA,Massachusetts,United States,www.techboston.com/
"Tech Systems Pdx, LLC",Benefit LLC,FALSE,OR,,,
Tech Vision LLC,Benefit LLC,FALSE,OR,,,
Tech-Enhanced Life,Benefit Corporation,FALSE,DE,California,United States,www.sirraya.com
"Techinla, Inc.",Benefit Corporation,FALSE,NV,,,
"Technologies Against Assault, PBC",Benefit Corporation,FALSE,DE,,,
"Techweek, Inc.",Benefit Corporation,FALSE,DE,,,
"TEDxMidAtlantic, Inc.",Benefit Corporation,FALSE,VA,,,
"Teenden, PBC",Benefit Corporation,FALSE,DE,,,
"Tees By Artix, Inc.",Benefit Corporation,FALSE,NV,,,
Tektailor,Benefit Corporation,FALSE,CA,California,United States,www.tektailor.com
Teleportin LLC,Benefit LLC,FALSE,OR,,,
"Tellurium Partners, PBC",Benefit Corporation,FALSE,DE,,,
Teloregen Inc.,Benefit Corporation,FALSE,DE,,,
Tenney Corp,Benefit Corporation,FALSE,NV,Nevada,United States,
Tenvaars Global Corp.,Benefit Corporation,FALSE,NV,,,
"Terra Education, Inc.",Benefit Corporation,TRUE,DE,California,United States,terraeducation.com
Terra Firma Enterprise LLC,Benefit Corporation,FALSE,OR,,,
"Terra Global Solutions, Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
Terrassure,Benefit Corporation,FALSE,CA,,United States,www.terrassure.com
"Terravare Inc., A Public Benefit Corporation Filed Restated To Become General Corporation On 4/20/2014",Benefit Corporation,FALSE,DE,,,
Tesla Earth Community Foundation,Benefit Corporation,FALSE,DE,,,
Tesla Earth Institute,Benefit Corporation,FALSE,DE,,,
"Tethered Towers, Inc.,",Benefit Corporation,FALSE,OR,Oregon,United States,tetheredtowers.com/?reqp=1&reqr=nzcdYaAhpUWiLzW4YaOvrt==
Tevydiego Enterprises Inc,Benefit Corporation,FALSE,NV,,,
"Texeira Contracting, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
"Texgreen, Inc.",Benefit Corporation,FALSE,CA,California,United States,texgreenteam.com
Texttime Inc,Benefit Corporation,FALSE,NY,,,
Tg Company Usa,Benefit Corporation,FALSE,NV,,,
TGF Ventures Inc.,Benefit Corporation,FALSE,NY,,,
Tgs International Ltd.,Benefit Corporation,FALSE,NV,,,
Thai Chili2 LLC,Benefit LLC,FALSE,OR,,,
Thajointsushi Inc.,Benefit Corporation,FALSE,NV,,,
That'S My Dawg LLC,Benefit LLC,FALSE,OR,,,
The 180 Lab Inc,Benefit Corporation,FALSE,VA,Virginia,United States,
The 3D Printer Experience Benefit Corp.,Benefit Corporation,TRUE,IL,Illinois,United States,The3DPrinterExperience.com
The 90odd Project LLC,Benefit Corporation,FALSE,DC,District of Columbia,United States,
"The Affordable College, Public Benefit Corporation",Benefit Corporation,FALSE,DE,,,
THE ANN BEST CORP,Benefit Corporation,FALSE,NY,,,
"The Apiary, LLC",Benefit LLC,FALSE,OR,,,
"The Art of Tao Labossiere, Inc.",Benefit Corporation,FALSE,CT,Connecticut,United States,
The Art Project,Benefit Corporation,FALSE,CA,California,United States,www.theartcareerproject.com
The Ascension School,Benefit Corporation,FALSE,NV,,,
The Autumn Salon Inc.,Benefit Corporation,FALSE,MA,,,
The Awful Waffle LLC,Benefit Corporation,FALSE,OR,,,
The Bee Corp.,Benefit Corporation,FALSE,IN,,,
The Bee's Knees Regeneratives,Benefit Corporation,FALSE,WA,Washington,United States,
"The Belvedere On The Avenue, LLC.",Benefit LLC,FALSE,OR,,,
The Benefit Company,Benefit LLC,FALSE,MD,,,
The Big Bad Woof Inc.,Benefit Corporation,FALSE,DC,"Washington, D.C.",United States,thebigbadwoof.com
The Blockchain Bureau Corporation,Benefit Corporation,FALSE,DE,,,
The Boomershine Group Inc.,Benefit Corporation,FALSE,CO,,,
The Business Centre Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"The Buy Up Index, PBC",Benefit Corporation,FALSE,DE,,,
The C.A.R.E.S. Group Inc.,Benefit Corporation,FALSE,CT,Connecticut,United States,www.facebook.com/thecaresgroup?pnref=story
The Cannabis Shop LLC,Benefit LLC,FALSE,OR,,,
The Capital Consortium,Benefit LLC,FALSE,MD,Pennsylvania,United States,
The Capital Solution Providers,Benefit Corporation,FALSE,MD,,,
The Care Case Inc.,Benefit Corporation,FALSE,NY,,,
The Cartel Corporation,Benefit Corporation,FALSE,OR,Oregon,United States,
The Catalysts Guild,Benefit Corporation,FALSE,VA,Virginia,United States,www.schillermail.com
The Chicago Trend Corporation,Benefit Corporation,FALSE,IL,Illinois,United States,www.chicagotrend.com
"The Children's Nature Retreat, Inc.",Benefit Corporation,FALSE,CA,California,United States,childrensnatureretreat.com
The Cho Bop Inc,Benefit Corporation,FALSE,CT,,,
The Clever 3 LLC,Benefit LLC,FALSE,OR,,,
The Clouderator Corporation,Benefit Corporation,FALSE,CT,Connecticut,United States,
The Coffee Beam & Lighthouse company,Benefit Corporation,FALSE,VA,Virginia,United States,in construction
The Collaboratory LLC,Benefit LLC,FALSE,OR,Oregon,United States,www.thecollaboratoryllc.com
"The Colorfully Candid Paradigm, Incorporated, A Nevada Non-Profit Corporation",Benefit Corporation,FALSE,NV,Nevada,United States,
The Communications Refinery PBC,Benefit Corporation,FALSE,CO,Colorado,United States,commrefinery.com
The Contract Court Of Justice,Benefit Corporation,FALSE,CA,California,United States,
The Cultivators Warehouse,Benefit Corporation,FALSE,OR,,,
The Daxx Prelude Experience Inc,Benefit Corporation,FALSE,NY,,,
The Dh Spicer Company,Benefit Corporation,FALSE,OR,,,
The Digital Entity Communications Inc.,Benefit Corporation,FALSE,NV,,,
The Digital Entity Inc.,Benefit Corporation,FALSE,NV,,,
"The Digital Reserve, P.B.C.",Benefit Corporation,FALSE,DE,,,
The Diversity In Education Advocates Organization,Benefit Corporation,FALSE,CO,,,
"The Drop, LLC",Benefit LLC,FALSE,OR,,,
"The Ecologique Group, Inc.",Benefit Corporation,FALSE,NY,,,
The Educators Exchange LLC,Benefit LLC,FALSE,OR,,,
The Electronics Shop LLC,Benefit LLC,FALSE,OR,,,
"The Enterpreneurship Sprint Academy Foundation, Pbc",Benefit Corporation,FALSE,DE,,,
The Escape Plan LLC,Benefit LLC,FALSE,OR,,,
"The Farm Project, PBC",Benefit Corporation,FALSE,DE,,,
"The Farmer'S Table, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
"The Fastrack Foundation Changed Name To Exofoundation, Inc. On 11/7/2017",Benefit Corporation,FALSE,DE,,,
The Fellowship Of Friends Institute,Benefit Corporation,FALSE,DE,,,
The Fillery,Benefit Corporation,FALSE,NY,New York,United States,www.thefillery.com
The Flourishing Center,Benefit Corporation,FALSE,NY,New York,United States,theflourishingcenter.com
The Freehold Society,Benefit LLC,FALSE,MD,,,
"The Gallery At The Emerson Street House, LLC",Benefit LLC,FALSE,OR,,,
The Giving Tree Project Corporation,Benefit Corporation,FALSE,CA,California,United States,
"The Global Literacy Initiative, PBC",Benefit Corporation,FALSE,DE,,,
"The Goddess Project, PBC",Benefit Corporation,FALSE,DE,Delaware,United States,www.TheGoddessProject.us
"The Good Gifts Education Company, Benefit LLC",Benefit LLC,FALSE,MD,Maryland,United States,
"The Grat Network, PBC",Benefit Corporation,FALSE,DE,,,
"The Graystone Company, Inc.",Benefit Corporation,FALSE,CO,Oregon,United States,
"The Green Engineer, Inc.",Benefit Corporation,TRUE,MA,Massachusetts,United States,www.greenengineer.com
The Green Organization Inc,Benefit Corporation,FALSE,NY,,,
The Green Program,Benefit Corporation,FALSE,DE,Pennsylvania,United States,www.thegreenprogram.com
"The Guest House, A Public Benefit Corporation",Benefit Corporation,FALSE,CO,,,
The Handout Inc,Benefit Corporation,FALSE,NV,,,
The Heritage Companies,Benefit Corporation,FALSE,NV,,,
"The Heritage House Apts, LLC.",Benefit LLC,FALSE,OR,,,
The Hometown Saver Inc.,Benefit Corporation,FALSE,MA,Massachusetts,United States,
"The Horizon Realty Group, LLC",Benefit LLC,FALSE,OR,,,
"The Hunger Initiative, Inc.",Benefit Corporation,FALSE,DE,,,
The Ideal World,Benefit Corporation,FALSE,CA,California,United States,www.theidealworld.com
"The International Arts Fund, PBC",Benefit Corporation,FALSE,DE,,,
The JDMD Foundation Inc,Benefit Corporation,FALSE,MA,,,
The Joseph Company Public Benefit Corporation,Benefit Corporation,FALSE,DE,,,
The Justice Platform Inc.,Benefit Corporation,FALSE,DE,,,
The Kendal Corporation,Benefit Corporation,FALSE,NV,,,
The Kenific Group Inc.,Benefit Corporation,FALSE,CO,,,
The Lander Group Community Fund GBC,Benefit Corporation,FALSE,MN,Minnesota,United States,
The Last Bottle Public Benefit Corporation,Benefit Corporation,FALSE,DE,Georgia,United States,www.lastbottleclothing.com
The Lei Shoppe,Benefit LLC,FALSE,OR,Oregon,United States,
"The Level Market Pbc, Inc.",Benefit Corporation,FALSE,CO,,,
"The Light & The Weight, LLC",Benefit LLC,FALSE,OR,,,
The Little Haitian Factory,Benefit Corporation,FALSE,DE,Oklahoma,United States,www.littlehaitianfactory.com
The Lost Creek Companies Inc.,Benefit Corporation,FALSE,CO,,,
The Love Forward Project Inc.,Benefit Corporation,FALSE,VA,Virginia,United States,theloveforwardproject.com
The MBJ Group,Benefit Corporation,FALSE,DE,Delaware,United States,
"The Mediation Collective, Inc.",Benefit Corporation,FALSE,CA,California,United States,
The Meditants PBC,Benefit Corporation,FALSE,DE,,,
The Mind Corporation,Benefit Corporation,FALSE,DE,California,United States,
"The Moonrose Agency, Inc.",Benefit Corporation,FALSE,IL,Illinois,United States,ThinkMoonRose.com
The Movement Group Inc.,Benefit Corporation,FALSE,NV,,,
"The New York Center For Space Entrepreneurship, PBC",Benefit Corporation,FALSE,DE,,,
"The Norman-Spencer Institute Of Risk Management & Safety, PBC",Benefit Corporation,FALSE,DE,,,
The One Hair & Nails Salon LLC,Benefit LLC,FALSE,OR,,,
The Oregon Clinic,Benefit Corporation,FALSE,OR,Oregon,United States,www.orclinic.com
"The Phoenix Collaborative, Inc.",Benefit Corporation,FALSE,NY,,,
The Pit On 5Th Bbq,Benefit Corporation,FALSE,CO,,,
The Porcelain Fox Co,Benefit Corporation,FALSE,OR,,,
The Port of Call Development Corporation,Benefit Corporation,FALSE,NY,,,
The Potisserie LLC,Benefit LLC,FALSE,OR,,,
"The Precisionists, Inc.",Benefit Corporation,FALSE,DE,Delaware,United States,
"The Progressive Candidate School, LLC",Benefit LLC,FALSE,OR,,,
"The Pta Store, PBC",Benefit Corporation,FALSE,DE,,,
"The Public, LLC",Benefit LLC,FALSE,OR,,,
The Reader,Benefit Corporation,TRUE,CA,California,United States,www.reader.us
The Reclamation Administration,Benefit LLC,FALSE,OR,Oregon,United States,
"The Red And The Black, LLC",Benefit LLC,FALSE,OR,,,
The Redesign Consortium Inc,Benefit Corporation,FALSE,OR,,,
The Refill Shoppe,Benefit Corporation,TRUE,CA,California,United States,www.therefillshoppe.com
The Renaissance Project,Benefit Corporation,FALSE,VA,Virginia,United States,
The Resiliency Hub PBC,Benefit Corporation,FALSE,DE,,,
"The Rings Project, Inc.",Benefit Corporation,FALSE,CA,California,United States,
The Road Less Traveled,Benefit Corporation,TRUE,IL,Illinois,United States,www.theroadlesstraveled.com
"The Rockaway Manor, LLC.",Benefit LLC,FALSE,OR,,,
"The Salad Lobby, LLC",Benefit LLC,FALSE,OR,,,
The Salty Prawn Company,Benefit Corporation,FALSE,IL,Illinois,United States,www.thesaltyprawn.com
"The Sandans Properties, LLC",Benefit LLC,FALSE,OR,,,
The Sayeret Group Inc,Benefit Corporation,FALSE,NY,,,
The School of Games,Benefit Corporation,FALSE,DE,California,United States,www.theschoolofgames.org
"The Scott Petinga Group, GBC",Benefit Corporation,TRUE,MN,Minnesota,United States,www.thescottpetingagroup.com
"The Shop, Custom Performance & Repair LLC",Benefit LLC,FALSE,OR,,,
"The Smartway Business System, Corp.",Benefit Corporation,FALSE,NV,,,
The Sober District Inc.,Benefit Corporation,FALSE,VT,,,
"The Social Engineering Project, Inc.",Benefit Corporation,FALSE,DE,,,www.thesocialengineer.org/contact-us.html
"The Soulfull Project, PBC",Benefit Corporation,TRUE,NJ,New Jersey,United States,www.soulfullproject.com
"The Sparx Group, Pbc",Benefit Corporation,FALSE,DE,,,
The Spruce Event Space LLC,Benefit LLC,FALSE,OR,,,
The Sun Company Trade Inc,Benefit Corporation,FALSE,NV,,,
The Surf Library LLC,Benefit LLC,FALSE,OR,,,
"The Sweetwater Company, Inc.",Benefit Corporation,FALSE,OR,,,
"The Tackle Box, Inc.",Benefit Corporation,FALSE,CO,Colorado,United States,
The TAN2000 International Regulatory Corporation,Benefit Corporation,TRUE,CT,Connecticut,United States,www.tanrc.org
The Third Half PBC,Benefit Corporation,FALSE,DE,,,www.thirdhalfsoccer.com
The Tidy Sister LLC,Benefit Corporation,FALSE,OR,,,
"The Tiny Tavern Bend, Oregon, LLC",Benefit LLC,FALSE,OR,,,
The Town Kitchen Pbc,Benefit Corporation,FALSE,CA,California,United States,www.thetownkitchen.com
"The Ufo Hotel, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
The University Of The Brain,Benefit Corporation,FALSE,CA,Utah,United States,brain.utah.edu
"The Unlikely Company, PBC",Benefit Corporation,FALSE,DE,,,
The Veteran Beverage Company,Benefit Corporation,FALSE,IL,Illinois,United States,www.veteranbeercompany.com
"The Viridios Group, GBC",Benefit Corporation,FALSE,MN,,,
"The Whole Works, Inc., A Public Benefit Corporation",Benefit Corporation,FALSE,CO,,,
The Wonderreel Corporation,Benefit Corporation,FALSE,NY,,,
The Working Man'S Vape LLC.,Benefit LLC,FALSE,OR,,,
The World Table PBC,Benefit Corporation,FALSE,DE,,,
The Youngs River Ranch LLC,Benefit LLC,FALSE,OR,,,
"The Zen Life Center, Inc.",Benefit Corporation,TRUE,FL,Florida,United States,still working on the new site but currently under adventuremartialarts.com
"thedatabank, Gbc. (General Benefit Corporation)",Benefit Corporation,TRUE,MN,Minnesota,United States,www.thedatabank.com
"Thefarmboard, PBC",Benefit Corporation,FALSE,DE,,,
TheGreenOffice.com,Benefit Corporation,TRUE,CA,California,United States,thegreenoffice.com
Theodora Empire Inc.,Benefit Corporation,FALSE,DE,,,
Thidwick Management Co,Benefit Corporation,FALSE,OR,,,
Thien Dat Phat Corporation,Benefit Corporation,FALSE,NV,,,
Think Topography,Benefit Corporation,FALSE,NY,,,
"Think3D, Inc",Benefit Corporation,FALSE,VT,New Hampshire,United States,think3d.us.com
THINKMD,Benefit Corporation,FALSE,VT,Vermont,United States,www.thinkmd.org
Thinkshift Communications,Benefit Corporation,TRUE,CA,California,United States,thinkshiftcom.com
Thinktomi,Benefit Corporation,FALSE,DE,California,United States,www.thinktomi.com
"Thinktomi, P.B.C.",Benefit Corporation,FALSE,DE,,,
"Third Ocean, Inc.",Benefit Corporation,FALSE,OR,Oregon,United States,www.thirdocean.co
"Thirdact, PBC",Benefit Corporation,FALSE,DE,,,
"This American Life, Public Benefit Corporation",Benefit Corporation,FALSE,DE,New York,United States,
Thom Innovation Consulting LLC,Benefit LLC,FALSE,OR,,,
Thornton & Whitewater Industries Inc.,Benefit Corporation,FALSE,OR,,,
Thread,Benefit Corporation,TRUE,DE,Pennsylvania,United States,threadinternational.com
THREADINGS PALACE INC.,Benefit Corporation,FALSE,NY,,,
"Thread-Ology By Liz, LLC.",Benefit LLC,FALSE,OR,,,
"Threedots Learning, Pbc",Benefit Corporation,FALSE,DE,,,
"Thrivant Health, PBC",Benefit Corporation,FALSE,DE,Maine,United States,thrivanthealth.org
Thrive Consulting,Benefit Corporation,FALSE,NY,California,United States,www.thriveconsultinggroup.com
Thrive For The People LLC,Benefit LLC,FALSE,OR,,,
Thrive Maker Corp.,Benefit Corporation,FALSE,NV,,,
Thrive Nutrition Services LLC,Benefit Corporation,FALSE,OR,,,
"Thrivehelps Ct, Inc.",Benefit Corporation,FALSE,CT,Conneticut,,
Thump Bus LLC,Benefit LLC,FALSE,OR,,,
Thunder Storm Roofing Inc.,Benefit Corporation,FALSE,CO,,,
"Thunder Tree Coffee, PBC",Benefit Corporation,FALSE,DE,,,
Tidings Company LLC,Benefit LLC,FALSE,OR,Oregon,United States,
Tiffany Nicole Hoefs LLC,Benefit LLC,FALSE,OR,,,
"Tigard Med Spa, LLC",Benefit LLC,FALSE,OR,,,
Tiger Naturals Inc.,Benefit Corporation,FALSE,NY,,,
Tigra Promotions,Benefit Corporation,FALSE,MD,Maryland,United States,
"Till Death Do Us Part Pictures, Inc.Till Death Do Us Part Pictures, Inc.",Benefit Corporation,FALSE,NV,Nevada,United States,
Tillak LLC,Benefit LLC,FALSE,OR,,,
Time And Oak Manufacturing LLC.,Benefit LLC,FALSE,OR,Oregon,United States,www.timeandoak.com
Time Out Auto Fuel Mart LLC,Benefit LLC,FALSE,OR,,,
TIME X transportation corp,Benefit Corporation,FALSE,NY,,,
"Timeless Interior Improvements, Inc.",Benefit Corporation,FALSE,NY,,,
Timsameera Corporation,Benefit Corporation,FALSE,OR,,,
Timshel Benefit Corporation,Benefit Corporation,FALSE,IL,Illinois,United States,
Tingkat Inc.,Benefit Corporation,FALSE,NV,,,
"Tiny Home Helper, Inc",Benefit Corporation,FALSE,VT,,,
Tinymic LLC,Benefit LLC,FALSE,OR,,,
TipTop Consulting Inc,Benefit Corporation,FALSE,NY,,,
Tirth Corporation,Benefit Corporation,FALSE,NV,Nevada,United States,
Tisane Wisdom Botanical LLC,Benefit LLC,FALSE,OR,,,
TJJ Barrows Inc,Benefit Corporation,FALSE,NY,,,
TJS C Corporation,Benefit Corporation,FALSE,CO,Colorado,United States,
T-Medrobotics,Benefit Corporation,FALSE,NV,Nevada,United States,
TMI Consulting,Benefit Corporation,TRUE,VA,Virginia,United States,www.tmiconsultinginc.com
Tnt Tax Associates Inc,Benefit Corporation,FALSE,NV,,,
"Tnt Trucking School, Inc.",Benefit Corporation,FALSE,UT,Utah,United States,www.tnttruckingschool.com
"Tnt Woodworks, Inc.",Benefit Corporation,FALSE,NV,,,
"To New Sun Road, P.B.C.",Benefit Corporation,FALSE,DE,,,
To The Stars Academy Of Arts And Science Inc.,Benefit Corporation,FALSE,DE,,,
"TOAST & ROAST CAFE, INC.",Benefit Corporation,FALSE,NY,,,
Toba Transport Incorporated,Benefit Corporation,FALSE,NY,,,
Together Inc.,Benefit Corporation,FALSE,DE,California,United States,TogetherCalifornia.com
Together Transportation Inc.,Benefit Corporation,FALSE,NY,,,
Toiseach Industries,Benefit Corporation,FALSE,NV,,,
"Tom And Lin Giuliano, LLC",Benefit LLC,FALSE,OR,Oregon,United States,
Tom's Deli and Things Corp,Benefit Corporation,FALSE,NY,,,
"Tony'S Chocolonely, Inc",Benefit Corporation,FALSE,OR,,,
Topshield Inc.,Benefit Corporation,FALSE,NV,,,
Toptick Watchmaker Company,Benefit Corporation,FALSE,OR,,,
"Torrch, GBC",Benefit Corporation,FALSE,MN,,,
"Torus Network, Inc.",Benefit Corporation,FALSE,NY,,,
"To-Table Inc, A Public Benefit Corporation",Benefit Corporation,FALSE,CO,,,
Total West Customs LLC,Benefit LLC,FALSE,OR,,,
Totalmed Staffing Inc,Benefit Corporation,FALSE,CO,,,
Totem Exhibition Design Corp.,Benefit Corporation,FALSE,NV,,,
TOTL,Benefit Corporation,FALSE,CA,California,United States,
"Toto Pet Insurance, Inc.",Benefit Corporation,FALSE,DE,,,
Touch And Glow Wellness & Rejuvenation LLC,Benefit LLC,FALSE,OR,,,
"Touda Original Toy Us Co., Ltd",Benefit Corporation,FALSE,NV,Nevada,United States,
Toxnot PBC,Benefit Corporation,FALSE,DE,,,toxnot.com
Traditional Medicinals,Benefit Corporation,TRUE,CA,California,United States,traditionalmedicinals.com
"Trailblazer Communities, PBC",Benefit Corporation,FALSE,DE,,,
Transatlantic Inc.,Benefit Corporation,FALSE,NV,Nevada,United States,
"Trans-Fast Remittance, Inc. Nevada",Benefit Corporation,FALSE,NV,,,
"Transferimpact, Inc.",Benefit Corporation,FALSE,DE,,,
Transform Pilates Studio LLC,Benefit LLC,FALSE,OR,,,
"Trap Star Exterminating, Inc.",Benefit Corporation,FALSE,NY,,,
"Travel Massive Global, PBC",Benefit Corporation,FALSE,DE,California,United States,www.travelmassive.com
Traveler'S Grill LLC,Benefit LLC,FALSE,OR,,,
"Traverse Counseling and Consulting, GBC",Benefit Corporation,FALSE,MN,,,
Treasure Circle,Benefit Corporation,FALSE,NJ,New Jersey,United States,www.pollytix.org
"Trees And Quiet, LLC",Benefit LLC,FALSE,OR,,,
Treeseed.Org,Benefit Corporation,TRUE,DE,Florida,United States,www.treeseed.org
"Treesleeve, Inc",Benefit Corporation,FALSE,CT,Connecticut,United States,
"Trek Therapeutics, PBC",Benefit Corporation,FALSE,DE,,,
"Trey, PBC",Benefit Corporation,FALSE,DE,,,www.treyathletes.com
Tri State Fire Systems Inc,Benefit Corporation,FALSE,NV,,,
"Tri Valley Housing Options Center, Inc.",Benefit Corporation,FALSE,NV,,,
"Tri Your Circle, Inc.",Benefit Corporation,FALSE,DE,,,
"Trifecta Ecosystems, Inc",Benefit Corporation,FALSE,CT,,,
Trimco Corp.,Benefit Corporation,FALSE,NV,,,
Trinity Heart Media Inc.,Benefit Corporation,FALSE,NV,,,
Triple 7 Services Lv Corp,Benefit Corporation,FALSE,NV,,,
Triple Bottom Line Enterprises,Benefit Corporation,FALSE,CO,Colorado,United States,
Triple Impact,Benefit LLC,FALSE,MD,,United States,tripleimpact.com
Triple J Consulting Inc LLC,Benefit LLC,FALSE,OR,,,
Triple J Vegas Inc.,Benefit Corporation,FALSE,NV,,,
Triple K Construction Corp,Benefit Corporation,FALSE,NY,,,
Triple Y Global Ltd,Benefit Corporation,FALSE,NV,,,
Triton Acquisitions Company,Benefit Corporation,FALSE,NV,,,
Tru Hart Consulting Inc,Benefit Corporation,FALSE,NV,,,
"Trucker Life Centers, Inc.",Benefit Corporation,FALSE,PA,,,
TRUDY C MITCHELL INC,Benefit Corporation,FALSE,NY,,,
True Colors Cleaning Inc,Benefit Corporation,FALSE,OR,,,
True Elite Concepts Inc.,Benefit Corporation,FALSE,NV,,,
True Equities Inc,Benefit Corporation,FALSE,NV,,,
True View LLC,Benefit LLC,FALSE,OR,,,
"Truition PBC, Inc.",Benefit Corporation,FALSE,DE,,,
Truong Son Inc,Benefit Corporation,FALSE,NV,,,
"Trupani, PBC",Benefit Corporation,FALSE,DE,,,
